,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,0.1940796,9.481841,-2.446318,-0.0004099379,0.005350587,0.0007011732,0.1367988,9.486799,-2.461199,-0.003656958,-0.008101402,-0.002615966,0.12,9.49,-2.466896,-0.0002839873,-0.003798366,-0.001111111,0.11,9.523716,-2.471148,-0.003333333,0.0006759596,-0.001111111
11,0.15,9.49,-2.486205,-0.0008659398,0.005028686,0.0,0.1545164,9.485484,-2.459033,-0.002222222,0.003366441,-0.0007628126,0.1046906,9.488518,-2.472345,-0.001111111,0.002222222,-0.003799183,0.06448271,9.475517,-2.437931,0.00211519,0.01860245,0.0008246696
12,0.04462562,9.491586,-2.49348,0.003485132,0.03050392,0.002070424,0.2909458,9.460946,-2.487364,0.001349942,0.05936655,0.002222222,0.2561558,9.502769,-2.505538,-0.005564006,0.04501901,0.0005576681,0.1932951,9.460115,-2.50659,-0.005040106,0.04095069,-0.001191324
13,0.25,9.478846,-2.538846,-0.01540217,0.0374523,-0.004291061,0.2625577,9.456918,-2.483082,-0.01392055,0.01853197,-0.008952203,0.2565312,9.5,-2.481919,-0.02111383,-4.084845e-06,-0.01444717,0.09859974,9.52,-2.41005,-0.024733,-0.008456053,-0.01415589
14,0.04438999,9.503439,-2.389683,-0.01959532,0.005967286,-0.01434151,0.2431014,9.505633,-2.381266,-0.01608821,0.01526633,-0.009178116,0.1922276,9.506114,-2.413886,-0.01168221,0.002128955,-0.01276223,0.1803527,9.496725,-2.44,-0.01380876,-0.008413466,-0.01635151
15,0.1751934,9.506796,-2.476409,-0.01620015,-0.005089041,-0.01777778,0.1946313,9.501544,-2.505772,-0.01202015,-0.003535409,-0.02141412,0.1406579,9.43485,-2.515479,-0.01904446,0.0006138929,-0.02275833,0.2312722,9.491272,-2.482273,-0.02803244,-0.003225193,-0.02686726
16,0.2110889,9.523367,-2.412278,-0.03030798,-0.0191566,-0.03413647,0.1967057,9.535059,-2.385824,-0.030833,-0.02694478,-0.03889022,0.13,9.497865,-2.362135,-0.02392849,-0.03694504,-0.04103192,0.1,9.521777,-2.367259,-0.02285572,-0.04031179,-0.0407894
17,0.07335089,9.513351,-2.35445,-0.02025074,-0.03198009,-0.0438262,0.2117878,9.550531,-2.345894,-0.01333333,-0.02297376,-0.04480402,0.1893337,9.526571,-2.363429,-0.01327003,-0.039033,-0.05052391,0.02874677,9.562916,-2.351662,-0.01333333,-0.03870897,-0.04992583
18,-0.01908224,9.51,-2.413623,-0.01605347,-0.04505764,-0.04678194,0.04851157,9.554157,-2.428118,-0.01927779,-0.02602773,-0.04463889,0.09702935,9.607406,-2.432594,-0.0238903,-0.01778343,-0.0477806,-0.07524913,9.479502,-2.428851,-0.03142569,-0.0241164,-0.04936412
19,0.07821513,9.608535,-2.454714,-0.03629615,-0.001944123,-0.05240748,0.1982541,9.600635,-2.431746,-0.03333333,-0.005425572,-0.06928301,-0.01423903,9.471522,-2.351522,-0.03,-0.02334326,-0.08451984,0.1610366,9.484624,-2.364624,-0.06581645,-0.009862258,-0.08585751
20,0.4913295,9.418532,-2.488532,-0.06777382,-0.02773427,-0.1071926,-0.1619128,9.710765,-2.156412,-0.09363252,-0.08329062,-0.1422009,-0.1071048,9.755724,-2.185033,-0.1291766,-0.05860122,-0.139305,-0.08591301,9.925036,-2.181022,-0.1622972,-0.04767258,-0.1452702
21,-0.3538337,9.995188,-2.004812,-0.1865994,-0.04135728,-0.1575316,-0.5413115,10.35334,-1.723322,-0.2575377,0.02542375,-0.1646845,-0.4624033,10.16202,-1.701395,-0.2886972,0.07224574,-0.120622,-0.2055356,10.06574,-1.62,-0.3516206,0.1230047,-0.07938097
22,0.5380308,9.932873,-1.624415,-0.3792768,0.1035638,-0.06665617,0.0802205,8.750234,-0.4469239,-0.4566557,-0.1093398,-0.08593028,-0.9037492,7.919735,0.1077638,-0.7249045,-0.1710657,-0.08894037,-1.420612,9.418421,0.3953504,-1.220565,0.01276009,0.1163319
23,-1.610853,9.41539,0.3677315,-1.426744,0.2002046,0.2984402,-0.4809605,9.11707,0.4495137,-1.652094,0.4968682,0.4695631,0.3270878,8.87293,0.3758791,-1.777849,0.5700657,0.5090203,0.8815035,9.044248,0.3869929,-1.887419,0.4717725,0.4719336
24,0.4741516,8.686893,0.5,-1.881531,0.3930978,0.4158867,0.5285227,8.359337,0.4196782,-1.885285,0.3566667,0.3241782,0.4894896,8.518393,0.3057656,-1.84606,0.3336642,0.2462228,0.2363923,8.362785,0.6280383,-1.676074,0.2834579,0.1055804
25,0.3235723,8.520705,0.6921268,-1.583091,0.2500835,0.02052514,0.02024479,8.540549,0.8294507,-1.384005,0.1308928,-0.08755335,-0.4076328,8.388499,0.980233,-1.240763,0.07040454,-0.1441629,-1.307297,8.615015,1.148917,-1.028255,0.08507922,-0.1780951
26,0.3567609,14.34104,1.110586,-1.039051,0.2425216,-0.1834686,0.2045024,10.97973,3.210256,-0.1258182,0.03873233,-0.1976098,-2.225046,10.33027,5.481064,-0.241895,-0.06436014,-0.3224721,0.7435572,12.58702,3.721593,-0.3034223,0.1635641,-0.1142317
27,0.6969971,11.06263,3.148736,-0.1037571,-0.01609808,0.05434279,-0.3481589,8.932441,3.456324,-0.002448467,-0.05913525,0.1795504,0.1841738,8.26017,3.297172,-0.01237887,0.03237157,0.1637657,0.4776271,7.55,3.26,-0.0532908,0.03682596,0.06175521
28,0.39487,7.807731,3.28539,-0.0891488,0.01400809,0.009771071,0.200959,8.469863,3.39,-0.1011797,0.004791309,-0.02979036,0.2239325,8.807636,3.39,-0.1156828,0.02440732,-0.05274993,0.21,9.63454,3.461338,-0.1298132,0.04555556,-0.0972272
29,0.3632206,11.10845,3.830417,-0.1049364,0.04439682,-0.1010159,0.4678124,9.716933,3.542949,0.01078703,-0.01693285,-0.05163195,0.0985795,8.796477,3.296534,0.02195785,-0.09249809,-0.03811877,-0.5454414,8.165147,3.19,-0.0141886,-0.06393031,-0.06094055
30,-0.347045,8.720407,3.301477,-0.03335338,-0.01091069,-0.06815483,0.05535371,9.330404,3.460101,-0.04351172,0.0261595,-0.06229101,0.05557034,9.405114,3.474658,-0.04155714,-0.003008732,-0.05055159,-0.2050684,9.004795,3.434971,-0.0291832,-0.01804563,-0.04250331
31,-0.3250508,8.829898,3.437525,-0.02738749,-0.01837911,-0.03627638,-0.3845192,8.910962,3.51274,-0.03110026,-0.001647685,-0.02053657,-0.3749192,9.084273,3.539677,-0.02853638,0.007072769,-0.003931144,-0.1396888,9.064961,3.47,-0.01880219,0.02546886,0.01504335
32,-0.0376664,8.9374,3.470133,-0.02081046,0.01169932,0.01444444,-0.2750062,9.015004,3.54,-0.02471842,-0.01300609,0.02444444,-0.2697767,9.059777,3.550223,-0.0214597,-0.003681919,0.03312273,-0.0573006,8.97,3.46135,-0.01519,0.006663055,0.04296417
33,-0.03019411,8.945032,3.465097,-0.01470256,-0.006750856,0.04222222,-0.1866256,9.003251,3.49,-0.02111111,-0.0198461,0.04753566,-0.2386899,8.999345,3.465983,-0.02170071,-0.004172105,0.05746052,-0.09388905,9.024352,3.522593,-0.02216531,0.01816712,0.06627732
34,0.0141809,9.010546,3.485273,-0.02148668,0.01557115,0.07073554,0.0665623,8.896562,3.483751,-0.0245211,-0.003895203,0.06770112,0.0233251,8.951436,3.501914,-0.02563431,-0.009046403,0.06444444,-0.1138272,9.057654,3.556791,-0.02073385,0.004821701,0.0671997
35,0.029572,9.050214,3.540107,-0.0162522,0.02165788,0.07194005,0.2585957,8.897149,3.454298,-0.01232379,0.02142506,0.0662173,0.2150069,8.964993,3.554993,-0.02367699,-9.168492e-05,0.05538373,0.02648325,9.084689,3.633517,-0.01448854,-0.001243401,0.05304453
36,0.1181312,8.947336,3.541869,-0.00744553,0.01093956,0.04894607,0.16,8.91,3.522822,-0.00628576,0.004793741,0.04520626,0.1345466,9.007267,3.57272,-0.01167242,0.004023462,0.04319301,0.07552858,9.056343,3.564229,-0.005871492,-0.0009478083,0.04253816
37,0.05840401,8.985399,3.504601,-0.002423126,0.0009102076,0.04605986,0.1686813,8.894341,3.481511,-0.007777068,0.008518045,0.04814791,0.2087903,8.936263,3.47121,-0.01351793,0.004075253,0.04601881,0.02286333,9.035477,3.621659,-0.01063104,-0.01364885,0.04810689
38,0.01241491,9.001378,3.583793,-0.008206289,-0.0003922135,0.05394334,0.1920104,8.91229,3.45771,-0.007388233,0.01327581,0.05888889,0.1559238,9.006305,3.490381,-0.008570293,0.004522106,0.05777778,0.1320264,8.874493,3.64,-0.007594213,0.01085988,0.06302415
39,0.2037675,8.956884,3.695163,-0.0004697447,0.02520023,0.06561276,0.4344675,9.051649,3.655825,0.007790246,0.02333333,0.05983236,0.52,8.904119,3.554716,0.01345307,0.00834771,0.04894876,0.4171095,8.971445,3.563314,0.01555556,-0.01634973,0.03390455
40,0.3173112,8.964622,3.511934,0.01888889,-0.01870121,0.02708146,0.3248621,8.939724,3.462017,0.01113772,0.002694612,0.0120825,0.3781091,9.012636,3.462636,0.007423746,0.009242921,0.002979301,0.45267,8.937996,3.414667,0.008888889,-0.001602685,-0.007340045
41,0.6504712,8.878754,3.261246,-0.005842146,-0.01812169,-0.01847663,0.3249145,9.014393,3.275607,-0.02645198,-0.05715258,-0.04202639,0.04584996,9.02,3.371383,-0.03736892,-0.05812416,-0.05140451,0.05522883,8.931307,3.476961,-0.0428301,0.002892381,-0.04681365
42,0.2334234,8.903797,3.511017,-0.05236066,0.01090345,-0.04326411,0.08679371,8.907023,3.628092,-0.05601495,-0.01811957,-0.03751072,-0.1412963,8.945741,3.665556,-0.05728253,-0.01228892,-0.02978573,-0.1212322,8.974123,3.63237,-0.0519935,0.06562184,-0.01160104
43,0.01725426,8.976209,3.624836,-0.04555556,0.09669032,-0.003211395,0.3499974,8.964616,3.54,-0.04732591,0.1383038,0.004651827,0.464603,8.920794,3.48,-0.05074413,0.1258716,-1.018265e-05,0.3034852,8.910337,3.60101,-0.05444444,0.06374607,-0.01301586
44,0.1884072,8.96423,3.677911,-0.05846221,0.04598224,-0.01794961,0.2733967,8.987799,3.798994,-0.05,0.02645245,-0.01952321,0.03086641,8.956681,3.78833,-0.04449365,-0.007194174,-0.01415609,-0.2868472,8.966182,3.709212,-0.03666667,0.06414856,-0.003758263
45,0.1183352,8.953913,3.703985,-0.02730159,0.1219048,0.002010581,0.4695528,8.905335,3.674888,-0.02441692,0.05607274,0.0005693197,0.2040259,8.928209,3.716418,-0.02727472,0.01729662,-0.007462799,0.02603772,8.91,3.705991,-0.02347674,-0.01139793,-0.01270607
46,0.03856767,8.921432,3.752865,-0.0213839,-0.008303404,-0.006666667,0.03649007,8.914503,3.76649,-0.01471464,-0.01030052,-0.00138131,0.08279218,8.912403,3.807597,-0.008888889,-0.01051552,0.001896896,0.1775567,8.91,3.83267,0.00438808,-0.01702495,0.003860707
47,0.1998901,8.900055,3.80989,0.01261308,-0.02463988,0.002527449,0.3134051,8.879362,3.8,0.01810449,-0.0379735,-0.001111111,0.410689,8.902672,3.700689,0.02378618,-0.06202381,-0.005562557,0.1701383,8.915069,3.635207,0.0200865,-0.1122155,-0.02213572
48,0.1852938,8.9,3.591175,0.01764077,-0.1177778,-0.02365804,0.09188873,8.94,3.461259,0.002222222,-0.1166667,-0.02416562,-0.08000429,8.907273,3.502731,-0.005600173,-0.1141508,-0.02151986,-0.1177074,8.9,3.593122,-0.01944754,-0.08360336,-0.00818902
49,-0.02587722,8.934123,3.687661,-0.02033115,-0.05598257,0.002008716,0.06,8.924923,3.820155,-0.01584495,-0.04578897,0.01397761,0.103159,8.883159,3.824205,-0.0126833,-0.04018895,0.01861676,0.1760287,8.868014,3.838014,0.001914425,-0.03132505,0.02111111
50,0.2407442,8.925372,3.814628,0.006099847,-0.02166892,0.02112463,0.3245289,8.904529,3.757174,0.01817346,-0.0207534,0.01143085,0.3244119,8.948824,3.714412,0.02392328,-0.02418386,0.00352513,0.2640157,8.92,3.640394,0.02614,-0.03076111,-0.002748888
51,0.2223797,8.894759,3.615241,0.02909583,-0.03020694,-0.007118751,0.1766967,8.926607,3.543303,0.02053866,-0.02166104,-0.008888889,0.1392544,8.917763,3.509254,0.01145535,-0.01945921,-0.007492616,0.1143882,8.915612,3.556835,0.0004550394,-0.01575659,-0.003788373
52,0.07906487,8.933831,3.535701,-0.003029965,-0.01222222,0.001535083,0.1090711,8.919071,3.583643,-0.01420257,-0.002840513,0.007777778,0.1278788,8.906364,3.63,-0.01504675,-0.003935636,0.0106023,0.13,8.933406,3.737802,-0.01666667,-0.003333333,0.01835402
53,0.1548801,8.92504,3.70504,-0.01039243,-0.002731916,0.02435272,0.2153573,8.915357,3.746072,-0.005411931,0.0001934974,0.02739078,0.2255612,8.884439,3.72,-0.003841611,-9.455594e-05,0.02803192,0.2834656,8.903466,3.653069,-0.0002631964,0.0005847182,0.03
54,0.272859,8.925714,3.625714,-0.0006318949,-0.006034772,0.02729856,0.24,8.886568,3.624852,0.0,-0.001522622,0.02515432,0.2785557,8.91,3.61,-0.00408335,-0.003388986,0.02333333,0.3209288,8.910929,3.580929,-0.01043311,-0.007984883,0.02133711
55,0.3134184,8.923163,3.596582,-0.01492428,-0.01111111,0.01587119,0.2921333,8.91,3.6236,-0.01771517,-0.007654821,0.01049408,0.3563037,8.91,3.615479,-0.02402082,-0.003756955,0.006826421,0.3261063,8.917965,3.697965,-0.02,-0.007118273,-6.929944e-05
56,0.3144021,8.905598,3.703206,-0.02172531,-0.006973766,-0.003830246,0.325476,8.93,3.745476,-0.02017627,-0.01008121,-0.008888889,0.2353819,8.9,3.753847,-0.01249985,-0.009351802,-0.01046291,0.21,8.91,3.76253,-0.004036741,-0.002517927,-0.007271506
57,0.21,8.906329,3.754302,0.001197242,0.0007694511,-0.005213896,0.22,8.91238,3.75524,0.00200909,-0.004223737,-0.0006621218,0.1829845,8.91,3.752209,0.006892799,-0.004877159,0.003116976,0.1860938,8.901953,3.72,0.01381088,0.002378246,0.00856737
58,0.2107184,8.895359,3.65,0.01198432,0.002935917,0.01285754,0.2243065,8.91,3.637226,0.01333333,0.001320062,0.01555556,0.2321204,8.86788,3.61788,0.01109858,0.003920214,0.01832707,0.2625554,8.965815,3.65163,0.007760186,0.001791851,0.01888889
59,0.2407301,8.92073,3.647562,0.00397221,-0.0004259176,0.01978704,0.3246321,8.9,3.682316,0.007106402,0.01094327,0.01872105,0.408541,8.882918,3.695623,0.005014761,0.004955718,0.01384461,0.3736766,8.91103,3.664706,0.009659041,-0.003333333,0.006710784
60,0.37,8.902895,3.649343,0.009033023,0.003867908,0.0002882682,0.4029955,8.905991,3.635991,0.007541643,-0.001548599,-0.006229179,0.2948586,8.907028,3.658514,0.007182273,-0.009742197,-0.01162672,0.253902,8.907804,3.597804,0.005971203,-0.004272618,-0.01288169
61,0.2931361,8.939704,3.596272,0.0001661704,0.0007787703,-0.01300099,0.250643,8.943119,3.626238,-0.002262788,-0.002222222,-0.01379214,0.22,8.952292,3.616562,-0.00353599,-0.002707198,-0.01159609,0.2335359,8.894751,3.62,-0.003815403,0.00484274,-0.01
62,0.2464345,8.905738,3.652869,-0.007081327,0.003054753,-0.006112716,0.19,8.93669,3.68,-0.001111111,-0.001231037,-0.002462073,0.2488676,8.911132,3.633397,-0.001567054,0.003988501,-0.001111111,0.269074,8.877284,3.633642,-0.001106248,0.002594214,0.001850231
63,0.3,8.916469,3.633235,-0.004898935,-0.001696926,0.00248487,0.2165092,8.976509,3.646509,-0.00853987,-0.0003490184,0.002222222,0.1919971,8.915991,3.649001,-0.00361565,0.0008469487,0.004030047,0.2479475,8.9,3.633079,-0.005016231,0.00500541,0.008338744
64,0.2793966,8.919397,3.640603,-0.001843915,-0.000378307,0.009267196,0.2327443,8.91,3.649023,-0.007522884,-0.004699338,0.01025489,0.258327,8.896654,3.626654,-0.006666667,0.002547186,0.01078615,0.2249341,8.90296,3.69,-0.005607592,-0.002222222,0.01396694
65,0.2559585,8.92,3.638722,-0.006959879,-0.001111111,0.01639403,0.32,8.903293,3.66,-0.005555556,-0.003013982,0.01455089,0.32,8.90313,3.642519,-0.005429076,-0.003080374,0.01345981,0.3289036,8.937807,3.643289,-0.005872043,0.0001593788,0.01126822
66,0.324541,8.914541,3.661836,-0.0006535882,-0.0002396601,0.01087145,0.33,8.903547,3.63968,-0.002420768,0.001210384,0.00676594,0.3313629,8.92,3.683186,-0.004844121,-0.0004436353,0.004044768,0.2857507,8.944249,3.691501,-0.001351585,0.0,0.005796029
67,0.2954425,8.88823,3.640885,0.0008754066,-0.002794607,0.005286192,0.3268865,8.913113,3.64,0.0008145037,0.0,0.006666667,0.3188497,8.947699,3.647699,-0.003333333,-0.002935257,0.006666667,0.3063497,8.892699,3.629049,-0.008630966,0.0002579224,0.003333333
68,0.3261432,8.896143,3.642286,-0.005690195,0.006801306,0.002356862,0.3771594,8.907159,3.664319,-0.003507801,0.0004361691,-0.0008494097,0.318302,8.936442,3.675256,-0.006639374,-0.001435994,-0.001463286,0.28,8.881256,3.671256,-0.004587351,0.001518403,-0.003333333
69,0.3070045,8.885991,3.652995,-0.003431443,0.003039004,-0.003333333,0.3241675,8.92,3.69,-0.007777778,-0.001200726,-0.002222222,0.3026644,8.908668,3.692007,-0.008240428,-0.002629505,-0.003333333,0.2221408,8.912141,3.711427,0.0007015929,-0.004347086,-0.0005068764
70,0.229717,8.899717,3.704859,0.003112037,0.006671298,0.003333333,0.3111084,8.912964,3.714072,0.002302622,0.0004823968,0.006586267,0.3230452,8.893045,3.676955,0.007833964,0.001870581,0.004796086,0.2906484,8.9,3.641297,0.003764653,-0.001176736,0.006418194
71,0.3268481,8.91,3.634241,0.005642502,-0.0001738935,0.004357498,0.3263908,8.916805,3.660414,0.003253831,-0.007221262,0.004444444,0.3211621,8.917676,3.666514,0.002963897,-0.002220822,0.006294429,0.3263407,8.896099,3.66122,-0.001181914,-0.01222222,0.008368735
72,0.3295277,8.946653,3.525708,-0.005783771,-0.01778527,0.014003,0.1858797,8.924699,3.692361,-0.007845177,-0.02882149,0.01888889,0.1974021,8.893149,3.675747,-0.001532368,-0.03121643,0.03905217,0.1365,8.937857,3.543786,-0.01948287,-0.05955971,0.05542627
73,0.05664335,8.867632,3.741379,-0.01425201,-0.04335443,0.06816264,0.21,8.94,3.737071,-0.01230614,-0.04735818,0.105136,0.04644741,8.916447,3.68,-0.007676502,-0.05510055,0.120455,0.1604985,8.894875,3.715854,-0.005365812,-0.02262906,0.1375607
74,0.5268529,8.844781,3.673586,-0.003002445,-0.02033089,0.1447753,0.6301911,8.863227,3.633355,-0.004242966,-0.04234889,0.133863,0.5216719,8.943612,3.738328,-0.005701465,-0.03140293,0.1208755,0.7147382,8.818154,3.749077,0.003449659,0.009534699,0.1178941
75,0.9287091,8.81,3.671291,0.005469626,-0.003075545,0.1100859,0.5086708,9.027203,3.777762,0.004368495,-0.04866104,0.1007914,0.3578205,8.896731,3.75188,0.0109157,-0.04006135,0.111636,0.4779825,8.781128,3.643709,0.01282299,-0.02285272,0.1237235
76,0.3565605,9.078752,3.662188,0.008169266,-0.03026478,0.1335348,0.2649134,8.882208,3.682035,0.01638463,-0.01832482,0.1728653,0.5051704,8.851186,3.567118,0.01305483,-0.006250364,0.193474,0.5781072,8.964015,3.723069,0.001631893,0.01402782,0.214514
77,0.9111889,9.083535,3.834713,-0.004444444,0.004865741,0.2462778,1.094033,8.969918,3.776049,-0.01570634,-0.06645965,0.2346892,0.9267596,8.980279,3.73324,-0.02861642,-0.05521988,0.2255556,1.218877,9.141512,3.961706,-0.03222222,0.02222861,0.2277714
78,1.23166,8.579683,4.16917,-0.04032152,0.03857684,0.2080485,1.994742,6.880515,4.722845,-0.2241683,0.08559095,0.02923931,1.90508,6.749865,4.087692,-0.4963679,0.02281679,-0.08827053,1.907854,8.294507,2.328884,0.003542089,-0.1091222,0.08763558
79,0.8127664,7.152469,3.535999,0.04475735,-0.04661218,0.1480837,1.293175,8.408845,4.397538,-0.06511884,0.1451668,0.09960638,3.052987,9.525896,3.859861,-0.1968114,0.08358925,-0.0880673,2.393607,10.14877,2.76245,-0.05782657,-0.2688401,-0.2398463
80,0.1439973,8.802549,3.558818,0.06326131,-0.3228138,-0.2600123,-0.1039709,8.80835,3.690847,-0.06479959,0.02263018,-0.2374859,-0.4756528,8.688635,3.231706,-0.05696363,0.1782042,-0.1177297,-0.6472004,8.4636,3.94764,-0.03779894,0.434836,-0.03662434
81,0.6676978,8.855824,4.15465,-0.09650426,0.4955697,-0.04110405,1.951494,9.416929,3.923029,-0.1127901,0.2049165,-0.02043953,0.2348315,8.791863,4.158836,-0.101915,-0.04717755,-0.02382994,-0.52195,8.288561,3.860186,-0.1507634,0.1376718,0.06429575
82,0.05356561,8.714215,3.635189,-0.182105,0.2825721,0.1206429,1.869041,8.282966,3.102984,-0.2503872,0.1511685,0.08890801,2.213336,7.733328,2.812014,-0.3731743,-0.08808426,0.04594593,1.224947,8.408998,3.173104,-0.5008304,-0.2577778,-0.04538966
83,0.4698904,9.715848,3.069269,-0.5367306,-0.3664606,-0.01677327,-0.8906209,7.985199,4.299147,-0.441323,-0.2050834,0.03803201,0.2319852,8.318955,5.600731,-0.5006165,-0.0894367,0.1197871,0.6692819,7.961205,5.43,-0.494469,-0.2343593,0.2351773
84,0.3361549,8.252311,5.316925,-0.5077111,-0.1540679,0.2922889,2.251023,8.074238,5.837119,-0.4878618,-0.03095704,0.2844865,2.397427,8.318614,5.871485,-0.4362373,-0.1587218,0.2669436,2.180853,8.215544,5.871684,-0.327779,-0.1644452,0.2033341
85,2.499927,8.649791,5.530219,-0.2824579,-0.2051275,0.1827994,0.9931842,8.450199,5.72927,-0.1801366,-0.2959721,0.1470842,0.8704722,8.332704,6.107039,-0.1265544,-0.2311817,0.1636849,2.449362,8.234681,6.023989,-0.02375746,-0.2140203,0.191168
86,2.644121,8.353517,6.045879,0.05232508,-0.2955708,0.1743721,2.912775,8.193874,5.775394,0.1368941,-0.3569562,0.07755719,2.476447,8.352073,5.699704,0.1967592,-0.4252478,0.01350666,1.856977,8.232024,5.760419,0.3401851,-0.3918569,-0.05562556
87,2.186292,7.887528,5.42618,0.3917706,-0.3504697,-0.07532973,1.898173,8.422576,5.388029,0.4810725,-0.3910955,-0.128868,1.546409,8.029124,5.666993,0.5426008,-0.3450566,-0.1421534,2.267524,8.425481,5.051022,0.5862993,-0.2835384,-0.120329
88,1.858256,8.606915,4.790402,0.6333679,-0.311671,-0.1491904,1.433358,8.399364,4.282722,0.6639954,-0.3028018,-0.1588064,1.32,8.420715,4.451431,0.6876221,-0.2720032,-0.1321747,0.8675602,8.574192,3.958041,0.7367585,-0.2146377,-0.06956402
89,0.4450983,8.277389,4.549803,0.7697508,-0.09965419,-0.02844798,1.249951,8.396256,2.958423,0.731799,0.04028573,0.04640207,0.8285361,8.735583,3.08943,0.7469579,0.0656462,0.07963541,0.812171,8.708616,2.563351,0.6776035,0.263342,0.1749401
90,1.417792,8.075211,2.306084,0.6440553,0.3606563,0.2061556,2.377553,8.84637,1.866742,0.5243125,0.4003908,0.2234633,2.163851,8.71767,2.086958,0.4642768,0.3525129,0.1857624,2.245426,8.78918,1.709524,0.3431494,0.4020853,0.1631964
91,2.246807,8.966416,1.969969,0.2817995,0.381308,0.1335991,2.815953,8.72726,2.91363,0.2126025,0.3105071,0.1153509,3.285988,9.327946,2.596017,0.1677778,0.1373294,0.09477325,1.984679,9.14383,2.512394,0.1585762,-0.02922318,0.03373257
92,1.612864,9.240141,2.815118,0.1322222,-0.01148066,0.04425967,1.415373,8.998508,3.437762,0.1716155,0.04262426,0.07903874,1.620772,9.180926,2.97753,0.179483,0.07816325,0.1097914,1.831229,9.071466,2.467754,0.1929456,0.08129011,0.1291723
93,2.587655,8.69413,2.392019,0.1642663,0.09475542,0.1485779,2.900456,9.299544,2.4202,0.116841,-0.1007416,0.09278817,1.920104,9.009978,2.759881,0.1120794,-0.1347044,0.07333333,1.81768,9.034464,2.623487,0.1277778,-0.1161714,0.09393722
94,1.759676,9.104125,2.101339,0.128512,-0.08714186,0.106588,2.058361,8.941473,1.548848,0.07429106,-0.01222016,0.1194818,1.958706,9.036127,2.085178,0.01562294,0.01175593,0.1236302,2.595386,8.885144,2.525673,-0.005388257,0.02592361,0.1356225
95,2.607149,9.047528,2.477795,-0.02015204,-0.01960231,0.1262105,2.337174,9.027494,2.559386,-0.01991789,-0.08617875,0.09569083,2.279515,8.978641,2.733625,-0.01167955,-0.07702834,0.09444444,2.738351,8.862062,2.616701,0.003333333,-0.05573128,0.08909146
